ra,dec,dist_au,zone
251.745010,-20.999570,9.040040,B
251.745106,-20.999185,9.040164,B
251.754832,-21.001166,9.039724,B
251.754131,-21.001334,9.039658,B
251.755016,-21.000974,9.039789,B
251.749390,-20.997864,9.040663,B
251.751671,-20.998130,9.040623,B
251.749971,-21.002196,9.039305,B
251.746387,-21.001382,9.039494,B
251.747344,-20.998142,9.040536,B
251.751363,-20.998062,9.040639,B
251.747946,-20.997877,9.040631,B
251.748330,-21.002029,9.039327,B
251.745412,-21.000138,9.039868,B
251.746313,-20.998332,9.040456,B
251.752056,-21.002063,9.039388,B
251.749999,-21.002109,9.039334,B
251.744804,-21.000035,9.039889,B
251.751714,-20.997985,9.040670,B
251.753227,-20.998394,9.040570,B
251.746257,-21.001355,9.039500,B
251.750203,-21.002194,9.039311,B
251.746012,-21.001130,9.039566,B
251.751948,-21.002007,9.039403,B
251.747695,-21.001649,9.039435,B
251.746340,-20.998657,9.040354,B
251.746896,-20.998151,9.040524,B
251.744706,-20.999799,9.039962,B
251.751748,-21.002152,9.039354,B
251.745886,-20.998954,9.040251,B
251.745932,-21.001180,9.039549,B
251.751136,-20.998060,9.040635,B
251.754928,-20.999437,9.040273,B
251.752597,-21.001995,9.039420,B
251.748167,-21.001555,9.039473,B
251.746934,-20.998122,9.040534,B
251.749476,-20.997871,9.040663,B
251.754411,-21.000231,9.040012,B
251.745258,-20.999816,9.039967,B
251.754668,-20.999347,9.040296,B
251.752906,-20.998517,9.040525,B
251.752489,-20.998284,9.040590,B
251.754265,-20.999869,9.040124,B
251.755059,-20.999857,9.040142,B
251.745295,-21.000061,9.039890,B
251.753283,-20.998733,9.040464,B
251.753803,-20.999117,9.040352,B
251.753470,-21.001327,9.039647,B
251.751549,-20.998130,9.040621,B
251.747475,-20.997958,9.040597,B
251.753250,-20.998734,9.040463,B
251.752847,-20.998463,9.040540,B
251.746320,-20.998291,9.040469,B
251.751364,-20.998031,9.040648,B
251.746542,-21.001104,9.039585,B
251.751807,-20.998090,9.040638,B
251.754469,-21.001324,9.039668,B
251.749503,-21.001992,9.039361,B
251.752387,-21.001696,9.039510,B
251.753645,-21.001743,9.039519,B
251.747706,-20.998115,9.040552,B
251.749553,-20.997986,9.040628,B
251.750443,-21.002080,9.039351,B
251.753714,-21.001415,9.039624,B
251.745731,-21.000296,9.039824,B
251.745082,-20.999509,9.040061,B
251.748899,-21.002064,9.039327,B
251.753972,-20.999121,9.040354,B
251.745278,-21.000287,9.039819,B
251.752561,-21.001904,9.039448,B
251.745694,-21.000471,9.039768,B
251.746742,-20.998429,9.040434,B
251.751525,-20.998183,9.040604,B
251.750037,-21.002195,9.039307,B
251.747603,-21.001765,9.039396,B
251.754135,-21.001311,9.039665,B
251.749464,-21.002081,9.039332,B
251.744921,-21.000396,9.039777,B
251.749281,-21.001944,9.039372,B
251.744986,-21.000424,9.039770,B
251.745592,-21.001017,9.039594,B
251.754374,-21.000248,9.040006,B
251.752412,-21.002007,9.039412,B
251.745346,-20.999564,9.040048,B
251.751917,-20.998100,9.040637,B
251.748684,-21.001782,9.039412,B
251.745771,-20.999245,9.040157,B
251.745927,-21.000889,9.039641,B
251.748475,-21.001816,9.039397,B
251.753092,-21.001659,9.039535,B
251.754848,-21.000823,9.039833,B
251.752273,-21.001986,9.039416,B
251.751295,-21.002127,9.039353,B
251.755163,-20.999898,9.040131,B
251.753574,-20.998695,9.040481,B
251.749502,-20.997929,9.040645,B
251.751600,-20.998338,9.040556,B
251.754461,-20.999377,9.040283,B
251.753584,-21.001269,9.039668,B
251.750046,-21.002082,9.039343,B
251.753493,-20.998905,9.040413,B
251.752276,-21.001947,9.039428,B
251.754179,-20.998931,9.040418,B
251.748274,-20.997955,9.040613,B
251.754378,-21.000644,9.039881,B
251.745470,-20.999129,9.040188,B
251.745908,-21.000800,9.039668,B
251.750190,-20.998104,9.040603,B
251.753028,-21.001763,9.039501,B
251.754629,-20.999444,9.040265,B
251.745307,-21.000023,9.039902,B
251.754621,-21.000908,9.039802,B
251.748398,-20.997886,9.040637,B
251.751604,-21.002187,9.039340,B
251.754934,-21.000041,9.040082,B
251.753606,-20.998805,9.040447,B
251.745227,-21.000738,9.039675,B
251.744946,-20.999376,9.040100,B
251.753433,-21.001333,9.039645,B
251.754254,-21.001398,9.039640,B
251.745377,-21.000681,9.039696,B
251.749436,-21.002069,9.039335,B
251.744941,-20.999688,9.040001,B
251.747138,-21.001285,9.039539,B
251.750221,-21.001909,9.039401,B
251.754477,-21.000907,9.039800,B
251.753446,-21.001774,9.039506,B
251.748016,-21.001885,9.039366,B
251.745674,-20.999563,9.040055,B
251.747139,-20.998256,9.040496,B
251.746035,-20.998845,9.040289,B
251.753062,-20.998742,9.040456,B
251.751624,-21.002094,9.039370,B
251.750331,-21.001965,9.039385,B
251.746391,-20.998201,9.040499,B
251.745687,-20.999768,9.039990,B
251.752608,-20.998204,9.040618,B
251.754574,-21.001131,9.039731,B
251.751377,-20.998260,9.040576,B
251.747026,-21.001616,9.039432,B
251.745426,-21.000227,9.039840,B
251.753854,-21.001317,9.039658,B
251.754722,-21.000126,9.040051,B
251.754429,-21.000296,9.039992,B
251.754375,-21.001437,9.039630,B
251.753431,-20.998784,9.040450,B
251.745330,-20.999340,9.040119,B
251.749548,-20.997828,9.040678,B
251.748194,-21.001649,9.039444,B
251.747039,-20.998289,9.040484,B
251.754730,-21.001017,9.039770,B
251.745548,-21.000867,9.039640,B
251.745560,-20.998795,9.040295,B
251.748321,-21.001879,9.039374,B
251.752624,-21.001916,9.039445,B
251.752889,-20.998571,9.040507,B
251.745989,-20.998367,9.040439,B
251.745629,-20.999442,9.040092,B
251.745989,-21.000952,9.039622,B
251.749246,-20.997882,9.040655,B
251.745463,-21.000200,9.039849,B
251.748723,-20.997871,9.040648,B
251.748902,-21.001958,9.039360,B
251.754886,-21.001026,9.039770,B
251.752674,-21.001857,9.039465,B
251.749401,-20.997946,9.040638,B
251.751143,-21.002055,9.039373,B
251.754052,-20.998979,9.040400,B
251.749634,-20.998090,9.040597,B
251.751790,-21.002149,9.039355,B
251.754951,-21.000063,9.040075,B
251.744804,-21.000007,9.039898,B
251.745336,-20.999841,9.039960,B
251.747931,-20.997959,9.040605,B
251.754756,-21.000788,9.039843,B
251.754200,-21.001572,9.039584,B
251.750995,-21.002020,9.039381,B
251.747321,-21.001500,9.039474,B
251.746217,-21.001006,9.039609,B
251.746287,-21.001202,9.039549,B
251.753960,-21.001156,9.039711,B
251.751357,-21.002071,9.039372,B
251.751022,-20.998262,9.040569,B
251.745317,-20.998977,9.040233,B
251.751965,-21.002074,9.039382,B
251.745969,-21.001151,9.039559,B
251.745325,-20.999459,9.040081,B
251.744761,-20.999459,9.040070,B
251.754661,-20.999374,9.040288,B
251.748416,-20.997894,9.040635,B
251.753534,-21.001522,9.039587,B
251.746971,-20.998180,9.040517,B
251.752431,-20.998586,9.040494,B
251.744996,-20.999603,9.040029,B
251.753458,-21.001706,9.039527,B
251.754332,-21.001207,9.039702,B
251.753330,-21.001666,9.039538,B
251.747192,-21.001408,9.039501,B
251.751388,-20.998067,9.040638,B
251.752728,-21.001606,9.039545,B
251.748514,-21.001727,9.039426,B
251.746200,-21.000766,9.039685,B
251.745877,-20.999398,9.040111,B
251.753732,-20.998748,9.040467,B
251.750093,-21.002181,9.039313,B
251.747878,-20.998277,9.040504,B
251.750948,-20.998050,9.040634,B
251.746017,-21.001056,9.039590,B
251.750669,-20.997919,9.040670,B
251.750239,-20.998084,9.040610,B
251.746633,-20.998155,9.040518,B
251.754943,-21.000223,9.040025,B
251.745426,-21.000027,9.039904,B
251.747313,-21.001561,9.039455,B
251.754429,-20.999222,9.040331,B
251.745116,-20.998889,9.040257,B
251.754942,-20.999774,9.040167,B
251.750627,-21.001773,9.039452,B
251.746091,-21.001193,9.039548,B
251.754348,-20.999380,9.040280,B
251.745410,-20.999792,9.039977,B
251.745396,-21.000650,9.039706,B
251.753247,-20.998636,9.040493,B
251.744941,-20.999135,9.040176,B
251.754161,-20.999645,9.040192,B
251.749648,-21.001834,9.039414,B
251.745226,-20.999424,9.040090,B
251.754644,-21.000023,9.040082,B
251.755017,-20.999502,9.040254,B
251.747256,-21.001505,9.039472,B
251.747910,-21.001931,9.039350,B
251.747930,-21.001732,9.039413,B
251.745391,-20.999132,9.040186,B
251.748367,-20.997950,9.040616,B
251.754832,-20.999353,9.040297,B
251.745671,-20.999075,9.040209,B
251.753012,-20.998740,9.040456,B
251.752976,-21.001957,9.039439,B
251.753650,-20.998939,9.040405,B
251.751824,-21.002017,9.039398,B
251.753002,-20.998685,9.040473,B
251.754340,-21.001250,9.039688,B
251.750755,-21.002146,9.039336,B
251.754928,-20.999469,9.040263,B
251.746215,-20.998546,9.040387,B
251.754211,-20.999540,9.040226,B
251.754872,-21.000036,9.040082,B
251.754552,-21.000528,9.039921,B
251.751856,-21.001921,9.039429,B
251.745197,-20.999695,9.040004,B
251.751143,-21.002016,9.039385,B
251.745016,-20.999504,9.040061,B
251.753059,-21.001748,9.039507,B
251.750786,-21.002181,9.039326,B
251.748408,-21.001981,9.039344,B
251.751735,-20.998127,9.040625,B
251.751112,-21.001798,9.039453,B
251.745388,-21.000754,9.039673,B
251.754762,-21.000325,9.039989,B
251.746109,-20.998371,9.040440,B
251.751955,-21.002022,9.039399,B
251.745178,-20.999302,9.040128,B
251.754950,-20.999813,9.040154,B
251.746400,-21.001218,9.039546,B
251.745295,-21.000103,9.039877,B
251.744748,-21.000115,9.039863,B
251.753236,-21.001827,9.039485,B
251.747242,-20.998024,9.040571,B
251.754113,-21.001529,9.039596,B
251.746711,-21.001202,9.039557,B
251.754623,-20.999626,9.040207,B
251.744874,-20.999499,9.040060,B
251.747848,-20.997892,9.040625,B
251.753841,-21.001467,9.039610,B
251.745165,-21.000615,9.039713,B
251.753989,-21.001232,9.039688,B
251.746777,-21.001355,9.039510,B
251.754108,-21.001075,9.039739,B
251.745980,-21.001131,9.039565,B
251.747001,-20.998446,9.040433,B
251.752706,-20.998527,9.040518,B
251.754041,-20.999157,9.040344,B
251.754547,-21.000397,9.039962,B
251.747836,-21.001869,9.039368,B
251.753546,-20.998872,9.040425,B
251.748854,-20.998166,9.040558,B
251.746254,-20.998327,9.040456,B
251.751371,-21.001991,9.039397,B
251.745625,-20.999438,9.040093,B
251.750620,-21.002051,9.039364,B
251.754986,-21.000891,9.039814,B
251.750681,-20.998032,9.040635,B
251.751833,-21.001893,9.039437,B
251.751122,-20.998304,9.040558,B
251.754077,-20.999186,9.040336,B
251.749436,-20.997930,9.040643,B
251.749853,-20.998196,9.040567,B
251.748973,-20.998100,9.040581,B
251.751937,-20.998160,9.040619,B
251.750148,-20.998011,9.040631,B
251.753184,-21.001535,9.039576,B
251.754122,-20.998932,9.040417,B
251.754791,-21.001191,9.039716,B
251.749054,-20.997825,9.040669,B
251.747563,-21.001711,9.039413,B
251.746110,-21.001248,9.039531,B
251.747523,-20.998061,9.040565,B
251.753532,-20.998588,9.040514,B
251.748157,-20.998257,9.040515,B
251.746049,-20.998505,9.040396,B
251.754557,-21.001275,9.039685,B
251.755019,-21.000660,9.039888,B
251.747131,-20.998221,9.040507,B
251.750599,-20.998085,9.040617,B
251.746679,-21.001561,9.039443,B
251.752516,-20.998246,9.040603,B
251.747362,-21.001608,9.039441,B
251.753775,-20.999105,9.040355,B
251.751882,-21.002099,9.039373,B
251.753328,-20.998549,9.040522,B
251.753974,-20.998923,9.040417,B
251.745833,-21.001041,9.039591,B
251.744540,-20.998811,9.040271,A
251.751677,-20.997608,9.040788,A
251.744996,-21.000856,9.039633,A
251.747293,-21.002065,9.039295,A
251.752452,-20.997769,9.040752,A
251.744517,-20.998623,9.040330,A
251.755993,-20.999941,9.040134,A
251.751136,-20.997603,9.040779,A
251.750213,-20.997516,9.040789,A
251.744835,-21.000994,9.039587,A
251.748155,-21.002268,9.039248,A
251.744404,-20.999258,9.040127,A
251.744316,-21.000574,9.039709,A
251.744844,-21.001067,9.039564,A
251.747658,-21.002275,9.039236,A
251.755025,-21.001693,9.039562,A
251.746726,-20.997775,9.040640,A
251.753519,-20.998374,9.040582,A
251.746422,-21.001763,9.039374,A
251.744238,-20.998910,9.040233,A
251.751878,-21.002522,9.039239,A
251.748269,-20.997458,9.040770,A
251.755854,-20.999680,9.040214,A
251.745252,-20.998217,9.040472,A
251.754909,-20.998865,9.040453,A
251.755939,-21.000249,9.040036,A
251.749840,-21.002428,9.039230,A
251.747623,-20.997527,9.040736,A
251.755988,-21.000520,9.039951,A
251.743930,-20.999267,9.040115,A
251.750188,-20.997544,9.040780,A
251.755282,-20.998914,9.040445,A
251.745558,-20.998311,9.040448,A
251.752171,-20.997750,9.040753,A
251.745629,-20.998299,9.040453,A
251.756006,-21.000830,9.039853,A
251.752165,-20.997748,9.040753,A
251.755787,-21.000940,9.039814,A
251.744865,-20.998431,9.040397,A
251.755637,-20.999256,9.040344,A
251.751091,-20.997541,9.040798,A
251.744110,-20.999600,9.040013,A
251.756139,-21.000618,9.039923,A
251.754679,-20.998788,9.040473,A
251.755878,-20.999941,9.040132,A
251.750704,-21.002559,9.039205,A
251.755853,-21.000260,9.040030,A
251.752958,-20.998134,9.040647,A
251.752812,-20.997916,9.040713,A
251.747954,-21.002249,9.039250,A
251.744197,-20.998869,9.040246,A
251.747051,-21.001930,9.039333,A
251.743908,-21.000105,9.039850,A
251.747414,-21.002023,9.039311,A
251.749890,-20.997472,9.040797,A
251.744307,-20.998875,9.040246,A
251.749412,-20.997454,9.040793,A
251.753473,-21.002274,9.039348,A
251.751286,-21.002456,9.039249,A
251.755452,-20.999398,9.040295,A
251.749569,-20.997489,9.040785,A
251.752414,-20.997845,9.040727,A
251.754486,-21.001980,9.039461,A
251.750135,-21.002542,9.039199,A
251.743995,-20.999142,9.040156,A
251.753774,-21.002175,9.039385,A
251.749061,-20.997410,9.040800,A
251.745714,-21.001520,9.039437,A
251.750448,-20.997446,9.040816,A
251.744286,-20.998941,9.040225,A
251.749453,-20.997541,9.040767,A
251.744818,-21.000721,9.039673,A
251.745018,-20.998326,9.040433,A
251.755145,-21.001271,9.039697,A
251.751729,-21.002502,9.039243,A
251.755035,-21.001615,9.039587,A
251.747132,-20.997846,9.040625,A
251.752256,-20.997705,9.040768,A
251.750346,-20.997507,9.040795,A
251.755462,-20.999103,9.040388,A
251.747137,-21.001869,9.039354,A
251.750751,-21.002509,9.039222,A
251.754952,-20.999074,9.040388,A
251.755980,-21.000846,9.039848,A
251.755863,-21.000113,9.040077,A
251.744722,-20.998587,9.040345,A
251.746711,-20.997748,9.040648,A
251.755669,-21.001310,9.039695,A
251.744416,-20.998829,9.040263,A
251.754292,-21.002058,9.039432,A
251.753624,-20.998144,9.040656,A
251.746229,-20.998017,9.040554,A
251.750788,-20.997612,9.040770,A
251.748791,-21.002442,9.039205,A
251.751114,-21.002599,9.039200,A
251.753331,-21.002178,9.039376,A
251.754925,-21.001809,9.039523,A
251.744779,-20.998363,9.040417,A
251.744226,-20.999080,9.040180,A
251.747175,-20.997578,9.040711,A
251.748035,-21.002184,9.039272,A
251.750000,-21.002477,9.039217,A
251.753861,-20.998395,9.040582,A
251.746284,-20.997778,9.040631,A
251.747635,-20.997592,9.040715,A
251.751271,-21.002497,9.039236,A
251.753567,-21.002269,9.039352,A
251.755615,-21.001217,9.039723,A
251.747500,-21.002185,9.039261,A
251.745036,-20.998543,9.040365,A
251.752502,-21.002424,9.039282,A
251.747220,-21.002029,9.039306,A
251.744900,-20.998435,9.040396,A
251.753519,-21.002134,9.039394,A
251.752755,-21.002309,9.039323,A
251.744113,-21.000475,9.039737,A
251.744309,-21.000426,9.039756,A
251.744256,-20.999660,9.039997,A
251.753319,-20.998042,9.040683,A
251.748262,-21.002363,9.039220,A
251.745094,-20.998275,9.040451,A
251.745212,-21.001236,9.039517,A
251.746359,-20.997830,9.040616,A
251.755737,-21.001139,9.039751,A
251.754071,-21.001981,9.039452,A
251.750980,-21.002583,9.039203,A
251.745159,-21.001140,9.039547,A
251.755963,-21.000757,9.039876,A
251.744674,-21.000929,9.039604,A
251.743919,-20.999511,9.040038,A
251.752265,-21.002368,9.039295,A
251.754552,-21.001885,9.039492,A
251.755830,-21.000859,9.039841,A
251.753436,-20.998043,9.040685,A
251.744089,-20.999214,9.040135,A
251.752685,-20.997952,9.040699,A
251.755758,-21.001198,9.039732,A
251.752331,-21.002480,9.039261,A
251.751278,-20.997533,9.040804,A
251.744071,-20.999844,9.039935,A
251.750073,-20.997491,9.040794,A
251.752722,-21.002426,9.039286,A
251.747095,-21.001923,9.039336,A
251.755638,-20.999876,9.040148,A
251.744209,-21.000541,9.039718,A
251.746111,-20.997900,9.040589,A
251.754124,-20.998350,9.040601,A
251.755906,-21.000466,9.039966,A
251.752620,-20.997852,9.040729,A
251.744652,-20.998537,9.040359,A
251.744348,-20.999093,9.040178,A
251.746574,-20.997982,9.040572,A
251.744178,-21.000343,9.039780,A
251.751053,-21.002412,9.039258,A
251.745312,-21.001363,9.039479,A
251.754946,-21.001533,9.039611,A
251.754966,-20.998961,9.040424,A
251.750575,-21.002401,9.039252,A
251.755978,-21.000869,9.039840,A
251.754025,-20.998290,9.040618,A
251.752109,-21.002497,9.039252,A
251.752771,-21.002380,9.039301,A
251.745954,-20.997903,9.040585,A
251.745449,-21.001285,9.039506,A
251.744790,-20.998421,9.040399,A
251.751792,-20.997759,9.040743,A
251.755204,-20.998988,9.040420,A
251.747052,-20.997741,9.040657,A
251.755021,-21.001410,9.039651,A
251.749715,-21.002496,9.039206,A
251.746312,-21.001697,9.039393,A
251.744956,-20.998332,9.040430,A
251.744157,-20.999731,9.039973,A
251.755499,-20.999404,9.040294,A
251.753568,-20.998305,9.040604,A
251.747243,-20.997608,9.040703,A
251.745135,-20.998209,9.040472,A
251.747317,-20.997604,9.040705,A
251.753842,-21.002200,9.039379,A
251.748141,-20.997662,9.040703,A
251.745519,-21.001402,9.039471,A
251.745410,-20.998127,9.040504,A
251.750363,-21.002517,9.039212,A
251.756075,-21.000288,9.040026,A
251.748288,-20.997571,9.040735,A
251.753296,-21.002145,9.039386,A
251.748464,-21.002370,9.039222,A
251.755784,-21.001074,9.039772,A
251.755863,-20.999557,9.040253,A
251.744032,-21.000214,9.039818,A
251.744316,-21.000343,9.039782,A
251.744506,-20.999195,9.040149,A
251.752867,-20.997903,9.040718,A
251.748573,-21.002438,9.039202,A
251.752443,-20.997799,9.040742,A
251.754542,-20.998513,9.040557,A
251.744203,-21.000157,9.039839,A
251.752157,-21.002410,9.039280,A
251.752766,-20.997996,9.040687,A
251.743885,-20.999868,9.039924,A
251.755700,-21.000902,9.039824,A
251.755390,-20.999212,9.040353,A
251.744021,-20.999951,9.039900,A
251.747887,-20.997528,9.040741,A
251.744402,-20.998874,9.040248,A
251.754240,-20.998381,9.040593,A
251.755920,-20.999691,9.040212,A
251.744087,-21.000159,9.039836,A
251.744662,-20.998558,9.040353,A
251.755459,-20.999043,9.040408,A
251.754994,-21.001456,9.039636,A
251.744193,-21.000364,9.039773,A
251.753348,-21.002333,9.039327,A
251.744563,-21.000652,9.039689,A
251.744021,-20.999371,9.040084,A
251.752802,-21.002420,9.039289,A
251.749282,-20.997593,9.040747,A
251.744279,-20.999568,9.040026,A
251.748291,-20.997439,9.040776,A
251.751748,-20.997603,9.040791,A
251.744857,-21.001154,9.039537,A
251.745519,-21.001399,9.039472,A
251.745682,-21.001504,9.039442,A
251.755830,-20.999457,9.040284,A
251.752187,-21.002462,9.039264,A
251.753298,-21.002116,9.039395,A
251.744548,-21.000556,9.039719,A
251.755663,-21.001325,9.039690,A
251.755693,-20.999647,9.040221,A
251.750762,-20.997525,9.040797,A
251.752561,-20.997887,9.040717,A
251.744827,-21.001146,9.039538,A
251.751978,-21.002546,9.039234,A
251.747618,-21.002139,9.039278,A
251.750242,-20.997505,9.040793,A
251.744146,-21.000459,9.039742,A
251.747084,-20.997835,9.040628,A
251.746289,-21.001828,9.039351,A
251.745551,-20.998270,9.040461,A
251.751000,-20.997556,9.040792,A
251.744799,-20.998422,9.040399,A
251.750701,-20.997506,9.040802,A
251.755874,-21.000801,9.039860,A
251.748823,-21.002432,9.039209,A
251.745499,-21.001552,9.039423,A
251.753124,-21.002241,9.039352,A
251.755854,-21.000173,9.040058,A
251.744386,-21.000488,9.039738,A
251.751621,-20.997624,9.040782,A
251.749307,-20.997456,9.040791,A
251.754998,-20.999078,9.040388,A
251.750916,-20.997514,9.040803,A
251.755167,-20.999253,9.040336,A
251.746453,-21.001908,9.039329,A
251.744413,-20.998848,9.040256,A
251.744069,-20.999141,9.040157,A
251.755840,-20.999881,9.040150,A
251.746358,-20.997833,9.040615,A
251.743869,-20.999744,9.039963,A
251.755680,-21.000943,9.039811,A
251.748292,-21.002261,9.039253,A
251.755110,-20.998847,9.040463,A
251.744012,-20.999074,9.040178,A
251.746175,-21.001779,9.039364,A
251.755894,-21.000464,9.039967,A
251.749090,-21.002464,9.039204,A
251.745926,-21.001494,9.039450,A
251.753694,-21.002124,9.039400,A
251.754207,-20.998378,9.040594,A
251.754178,-20.998386,9.040591,A
251.755738,-20.999601,9.040237,A
251.750758,-20.997529,9.040795,A
251.752952,-21.002297,9.039331,A
251.755007,-21.001725,9.039551,A
251.748426,-20.997440,9.040779,A
251.755528,-21.001047,9.039776,A
251.754152,-21.002013,9.039444,A
251.750483,-20.997573,9.040776,A
251.744061,-20.999619,9.040006,A
251.753759,-21.002181,9.039383,A
251.745475,-21.001469,9.039449,A
251.755894,-20.999862,9.040157,A
251.752295,-21.002327,9.039309,A
251.752257,-20.997797,9.040740,A
251.744489,-20.999200,9.040147,A
251.755866,-20.999531,9.040261,A
251.752622,-20.997988,9.040686,A
251.750089,-21.002528,9.039203,A
251.747262,-21.002146,9.039269,A
251.748617,-21.002235,9.039267,A
251.748081,-20.997667,9.040700,A
251.749243,-20.997554,9.040758,A
251.755143,-20.999096,9.040385,A
251.745547,-21.001583,9.039414,A
251.753914,-20.998355,9.040595,A
251.745588,-21.001562,9.039422,A
251.744876,-20.998297,9.040440,A
251.751473,-20.997643,9.040773,A
251.745891,-20.997952,9.040568,A
251.743897,-20.999661,9.039990,A
251.754037,-21.002156,9.039397,A
251.745879,-20.998124,9.040513,A
251.744875,-20.998629,9.040335,A
251.755887,-20.999823,9.040169,A
251.755195,-20.998916,9.040442,A
251.745124,-20.998426,9.040404,A
251.752980,-20.998073,9.040666,A
251.753009,-21.002317,9.039326,A
251.754535,-20.998462,9.040573,A
251.754984,-20.998854,9.040458,A
251.745232,-21.001330,9.039488,A
251.746264,-20.997817,9.040618,A
251.743945,-20.999418,9.040067,A
251.744551,-20.998573,9.040346,A
251.752853,-21.002252,9.039343,A
251.754743,-20.998687,9.040506,A
251.755583,-21.001042,9.039778,A
251.754973,-21.001720,9.039552,A
251.756103,-21.000164,9.040066,A
251.748714,-21.002276,9.039256,A
251.745017,-20.998288,9.040445,A
251.745929,-21.001566,9.039427,A
251.750278,-21.002431,9.039237,A
251.751007,-21.002508,9.039227,A
251.747266,-21.001982,9.039321,A
251.745933,-21.001754,9.039368,A
251.747398,-21.002185,9.039260,A
251.745417,-20.998291,9.040452,A
251.744815,-21.000890,9.039619,A
251.749761,-21.002448,9.039222,A
251.755293,-21.001525,9.039620,A
251.755892,-20.999703,9.040207,A
251.750600,-21.002477,9.039229,A
251.754872,-21.001799,9.039525,A
251.749023,-21.002395,9.039224,A
251.744368,-20.999030,9.040198,A
251.747214,-20.997745,9.040659,A
251.744164,-20.999038,9.040192,A
251.751988,-20.997741,9.040752,A
251.752232,-21.002407,9.039282,A
251.753325,-20.998017,9.040691,A
251.752143,-20.997742,9.040755,A
251.749421,-21.002493,9.039201,A
251.747798,-21.002275,9.039239,A
251.744114,-21.000104,9.039854,A
251.747757,-21.002111,9.039290,A
251.754101,-21.001781,9.039516,A
251.752591,-20.997838,9.040733,A
251.744739,-21.001081,9.039557,A
251.751927,-20.997675,9.040772,A
251.746519,-20.997808,9.040626,A
251.749116,-21.002341,9.039243,A
251.754634,-20.998637,9.040520,A
251.752825,-20.997941,9.040705,A
251.755966,-20.999843,9.040164,A
251.752065,-20.997875,9.040711,A
251.745338,-20.998123,9.040503,A
251.753490,-21.002143,9.039390,A
251.748694,-20.997415,9.040792,A
251.749550,-21.002553,9.039185,A
251.756145,-21.000015,9.040113,A
251.753994,-20.998369,9.040592,A
251.755068,-20.998989,9.040417,A
251.746001,-21.001750,9.039370,A
251.751630,-21.002466,9.039252,A
251.756066,-21.000704,9.039894,A
251.748952,-20.997414,9.040797,A
251.752226,-21.002513,9.039249,A
251.748497,-21.002253,9.039259,A
251.749907,-21.002420,9.039234,A
251.756044,-21.000475,9.039966,A
251.749778,-20.997581,9.040760,A
251.754063,-21.002057,9.039428,A
251.755478,-20.999077,9.040397,A
251.748501,-20.997583,9.040735,A
251.752877,-20.998033,9.040677,A
251.755323,-20.998993,9.040421,A
251.755523,-21.001382,9.039669,A
251.743983,-20.999580,9.040017,A
251.755092,-21.001705,9.039559,A
251.754198,-21.001977,9.039456,A
251.753583,-20.998075,9.040677,A
251.755990,-21.000921,9.039824,A
251.755848,-21.000604,9.039921,A
251.747835,-21.002102,9.039294,A
251.746972,-20.997721,9.040662,A
251.744272,-20.999976,9.039897,A
251.745363,-21.001477,9.039444,A
251.753270,-20.998099,9.040664,A
251.750195,-20.997546,9.040779,A
251.744855,-21.001044,9.039571,A
251.755403,-20.999473,9.040271,A
251.754568,-20.998547,9.040547,A
251.755913,-21.000846,9.039846,A
251.753189,-20.998005,9.040692,A
251.751411,-20.997703,9.040753,A
251.746484,-20.997783,9.040633,A
251.755098,-20.999121,9.040376,A
251.745126,-20.998232,9.040465,A
251.754290,-21.001868,9.039492,A
251.744761,-21.000563,9.039721,A
251.754922,-20.999059,9.040392,A
251.754022,-20.998359,9.040596,A
251.752030,-21.002475,9.039257,A
251.750807,-20.997501,9.040805,A
251.755269,-20.999150,9.040370,A
251.744309,-21.000327,9.039787,A
251.747266,-20.997568,9.040716,A
251.755698,-21.000280,9.040021,A
251.755820,-21.000026,9.040104,A
251.747518,-20.997653,9.040694,A
251.748186,-21.002275,9.039246,A
251.750330,-21.002403,9.039247,A
251.750767,-20.997475,9.040813,A
251.745797,-21.001558,9.039427,A
251.751886,-21.002476,9.039254,A
251.753953,-21.001882,9.039482,A
251.748439,-20.997476,9.040768,A
251.748768,-21.002468,9.039196,A
251.755954,-20.999918,9.040140,A
251.753396,-21.002085,9.039406,A
251.755243,-21.001485,9.039632,A
251.755064,-21.001655,9.039575,A
251.751384,-21.002587,9.039209,A
251.747971,-21.002104,9.039296,A
251.743876,-20.999395,9.040073,A
251.751093,-20.997575,9.040787,A
251.744487,-20.998559,9.040349,A
251.751826,-21.002440,9.039264,A
251.744016,-20.999517,9.040037,A
251.744855,-21.000997,9.039586,A
251.756004,-20.999784,9.040184,A
251.751604,-21.002342,9.039291,A
251.755656,-20.999815,9.040167,A
251.744525,-20.998572,9.040346,A
251.749623,-21.002491,9.039206,A
251.751939,-20.997857,9.040714,A
251.755790,-21.000243,9.040034,A
251.744006,-20.999399,9.040075,A
251.750969,-20.997627,9.040769,A
251.753749,-21.002155,9.039391,A
251.751295,-20.997648,9.040768,A
251.746474,-21.001847,9.039348,A
251.750629,-20.997537,9.040790,A
251.751628,-20.997617,9.040784,A
251.753010,-21.002393,9.039302,A
251.748372,-20.997525,9.040751,A
251.755002,-21.001513,9.039618,A
251.754501,-21.001942,9.039473,A
251.744560,-20.999173,9.040157,A
251.755180,-20.998883,9.040453,A
251.748090,-20.997521,9.040747,A
251.755828,-20.999735,9.040196,A
251.755644,-20.999242,9.040348,A
251.754439,-21.001884,9.039490,A
